user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Patrick Lillis,"London, England","scientists are advising the world leaders on coronavirus and are listening. climate change is real, now Governments most listen.",17-10-2018 20:24,78,141,6189,FALSE,25-07-2020 11:53,"@MayorofLondon Why would you encourage people to go out, #COVID19 is not gone away,  next week you will be singing… https://t.co/GfVVcBunZb",['COVID19'],Twitter for iPhone,FALSE
Carl Hult,"Malung-Sälen, Sverige","Photography, atheism, erotica, being Swedish, I tweet & retweet anything! Sometimes I do other things as well...  Visit @carlhult_photo for my photos",05-03-2014 14:53,4165,4969,280217,FALSE,25-07-2020 11:53,"Sweden has opened parts of the borders and so has Norway, and there are now queues that are 300 metres long to the… https://t.co/pDkAjac1fe",,Twitter Web App,FALSE
jamalbryant,Lithonia ,Senior Pastor of New Birth,05-01-2009 13:04,300068,368,150,TRUE,25-07-2020 11:53,Grateful to announce that @newbirthmbc is now partnering with @emoryarts to fight #covid19 in the black community.… https://t.co/90VG0rsnLL,['covid19'],Instagram,FALSE
chris sutton,United Kingdom,lecturer in actuarial mathematics @QMUL. #ESG #BlueJays #HanwhaEagles birdwatching,06-02-2019 11:32,1694,714,273,FALSE,25-07-2020 11:53,The changing nature of home field advantage as #COVID19 means sports behind closed doors so no crowds to influence… https://t.co/vlzWsKyyZS,['COVID19'],Twitter for iPad,FALSE
Kufre-Udeme Thompson,"Uyo, Nigeria",Writer and President at Awhile Christian Forum,21-08-2018 13:42,164,245,58,FALSE,25-07-2020 11:53,"Father, I apply the blood of Jesus in cleansing my conscience from all dead works (Hebrews 9:14). #awhileforum… https://t.co/4s5Hs6fi25",['awhileforum'],Twitter for Android,FALSE
John Kelleher,"9th Ring Of Hell, FL USA","#OOCKM = Out Of Control Killing Machine, my government does one thing well-- killing people.

Don't follow me. Check out my lists.",12-04-2020 02:46,4,15,593,FALSE,25-07-2020 11:53,The insanity of this situation is the crazy are now the sane ones and sane ones are now batshit crazy!? #COVID19… https://t.co/E5KOhwocQr,['COVID19'],Twitter for Android,FALSE
TforGood,,"Grateful. Totally up for the challenge! Admire my mother. “Whoever saves the life of one, it shall be as if they saved the life of all humankind.”",15-01-2013 18:10,174,373,2996,FALSE,25-07-2020 11:53,"It would be a service to our country if every single “hoaxer”, after acquiring the infection, would come out and sa… https://t.co/MELMSFsT56",,Twitter for iPhone,FALSE
Mr.Everyman,United States,#Patriot4life. I'm just an individual who wants the truth to come out and to help open the eyes of the indoctrinated masses that still watch the MSM!,20-04-2018 18:35,460,470,6417,FALSE,25-07-2020 11:53,Don't forget that the @CDCgov openly admits that they intentionally misconstrue the #COVID19 numbers right here on… https://t.co/i6HIRwJ2La,['COVID19'],Twitter for Android,FALSE
Professor Frances Separovic,"Melbourne, VI",,04-04-2018 01:22,1069,163,756,FALSE,25-07-2020 11:53,Masks for #chemistry during #COVID19 https://t.co/kwOCI0jvrj,"['chemistry', 'COVID19']",Twitter Web App,FALSE
Autocar Philippines,Manila,,16-11-2017 07:55,48,38,7,FALSE,25-07-2020 11:53,#ToyotaPH just held the online launch of the New #Vios with lots of new features you'll definitely need... check it… https://t.co/YNNmCTFDcc,"['ToyotaPH', 'Vios']",Twitter Web App,FALSE
PhysicistsOnline,,"Physicists, Environmental Engineers, Educators & Science Communicators that monitor & comment on scientific, environmental, political & social issues facing all",11-08-2012 11:43,45,182,506,FALSE,25-07-2020 11:53,"We'll pay this!
#oldLivesMatter #COVID19 #CoronavirusPandemic #coronavirus https://t.co/tYE2E4pcH3","['oldLivesMatter', 'COVID19', 'CoronavirusPandemic', 'coronavirus']",Twitter for iPad,FALSE
Xihong Lin,"Boston, MA","Professor of @HarvardBiostats &  @harvard statistics,Data Science, Genomics, Epidemiology,Health, Education, COVID19 pandemics, intervention, Views are all mine",04-08-2017 15:50,6402,291,350,TRUE,25-07-2020 11:53,"@nature featured in this video our #COVID19 paper on high covertness &amp; high transmissibility of COVID19, high chanc… https://t.co/h6f9F4iewk",['COVID19'],Twitter Web App,FALSE
Onilofinda,"Lagos, Nigeria","Your perfume plug!
Former account got blocked😪
Dealer in wholesale and retail perfumes, perfume oils, body mists, body sprays, pocket perfumes and more🌸✨",08-07-2020 08:58,95,169,52,FALSE,25-07-2020 11:53,"I have a joke about perfumes, but you may not perceive it the right way.
#ihaveajoke #onilofinda #perfume #perfumes… https://t.co/tOfNx5wwHy","['ihaveajoke', 'onilofinda', 'perfume', 'perfumes']",Twitter for Android,FALSE
Mike,,"Elementary teacher for the past 20 years, sane for only the first 4 of them. US Army for 12 yrs. Wasn't ever political, but feels like we have to be now.",17-08-2012 01:13,355,674,57788,FALSE,25-07-2020 11:53,"@realDonaldTrump Which reminds me-

#BountyGateAintGoingAway #BountyGateAintGoingAway #BountyGateAintGoingAway… https://t.co/UV0OaDHQgo","['BountyGateAintGoingAway', 'BountyGateAintGoingAway', 'BountyGateAintGoingAway']",Twitter for Android,FALSE
Jill,Mi,,29-03-2009 15:02,50,239,1551,FALSE,25-07-2020 11:53,@realDonaldTrump So @GOP Cancels their convention in Florida and continues to tell Floridians to send their kids to… https://t.co/CvxRuUTx9R,,Twitter for iPhone,FALSE
Mark Studebaker,Michigan,"Father, husband, coder, weekend athlete, Muppet, and general skeptic",03-07-2009 14:36,34,147,531,FALSE,25-07-2020 11:53,We have been doing it wrong all along. That's why #COVID19 is still spreading. It's the only explanation. @cnn is r… https://t.co/urNeOpmJ7I,['COVID19'],Twitter Web App,FALSE
Kristen Zimmer,"Salem, MA","#LGBT Author. Reader. Chronic overthinker. I love animals, music, and sleeping. I've been told many times that my voice is too loud...",31-07-2013 19:13,835,518,19762,FALSE,25-07-2020 11:53,You think #COVID19 is the 1st time the Gov't was staggeringly negligent re: deadly virus? No one gave a shit about… https://t.co/IVfp7Cq1bQ,['COVID19'],Twitter for Android,FALSE
Rubab Rana,Faisalabad,....,03-04-2020 19:04,2,108,48,FALSE,25-07-2020 11:53,You started wearing masks after #COVID19 and people are wearing them for many years 🙆.,['COVID19'],Twitter for Android,FALSE
NotJaneDueker,Out on Bail and At Large,Angry Anonymous Poster - Armed with Keyboard and Verbally Dangerous - Arrest Photo Above,02-04-2013 14:27,1687,4972,28810,FALSE,25-07-2020 11:53,@SpiesVespers @RadioFreeTom Do they migrate to @OANN &amp; then both networks go broke as their deeply distrubed follwi… https://t.co/vWvrIlgkIa,,Twitter for Android,FALSE
Chocolate for the Spirit,"Indianapolis, IN","Award-winning Artisan Chocolatier featuring World's Rarest Chocolate as seen in NY Times and CNN. Use Grand Cru, single-origin extreme premium chocolate.",25-02-2010 20:20,682,888,1630,FALSE,25-07-2020 11:53,"#staysafe #summertime #covid19 #challenge puts so much stress on our lives, self care is extremely important, think… https://t.co/iQXX6IK517","['staysafe', 'summertime', 'covid19', 'challenge']",Instagram,FALSE
EJ,USA,Grateful and present. We all have a positive role to play. Find yours and get in character. My views are mine.,04-06-2009 15:52,685,2221,11301,FALSE,25-07-2020 11:53,"@TomCottonAR Trump, #GOP &amp; @BetsyDeVosED are unfit for office. The plan? Return to school, church, work - during… https://t.co/ZhLBgp054Y",['GOP'],Twitter for iPhone,FALSE
Jai,"Previously Bangalore now in Coimbatore, Tamil Nadu, India",Inquisitive Entrepreneur | Cisco&RedHat Engineer | Tech Enthusiast but could not afford it! | Now interested in AI/Deep-learning/Infosec,24-12-2009 01:48,273,1478,1589,FALSE,25-07-2020 11:53,Societal upheaval during the COVID-19 pandemic underscores need for new AI data regulations https://t.co/F5HWSWhajM #covid19,['covid19'],Paper.li,FALSE
Charlie,centre of the universe,"The greater they are, the harder they fall... watching America implode.

 #BlackLivesMatter #LGBTQIA #Autism #Nonbinary",16-05-2015 23:43,1636,4429,12951,FALSE,25-07-2020 11:52,"@jennfranconews @realDonaldTrump As a gay atheist,
I'd prefer annoying living Christians than dead ones ... No to c… https://t.co/JupSKEAr32",,Twitter for Android,FALSE
Mariano Mos,Switzerland,"Argentinean and swiss
I am about to become homeless the 1st of August because the swiss social services lied and after 2 months they want me on the streets",26-12-2011 19:25,7118,7486,5,FALSE,25-07-2020 11:52,#Covid_19 #COVID19 #covid #COVIDIOTS the head of the world health organization WHO located in Switzerland is an eth… https://t.co/bUuAp8ogHL,"['Covid_19', 'COVID19', 'covid', 'COVIDIOTS']",Twitter Web App,FALSE
NDTV,India,"Breaking news alerts from India.

Instagram: https://t.co/TDCRCVHlmd
YouTube: https://t.co/ocjlisfywV",01-05-2009 20:34,13417047,15,0,TRUE,25-07-2020 11:52,"#RajasthanPoliticalCrisis | As Ashok Gehlot met with his cabinet, a BJP delegation also met the Governor to discuss… https://t.co/2sWwBbig0g",['RajasthanPoliticalCrisis'],Twitter Media Studio - LiveCut,FALSE
Jody Leshinsky,"Fort Lauderdale, FL",Pompano Beach Cultural Venues Programming Manager • Photographer https://t.co/m8ELi9FVd9 • IG https://t.co/6ACllNtoEI,30-10-2011 12:18,571,589,2111,FALSE,25-07-2020 11:52,"The clouds are parting
Sun is straining to beam down
A new day begins. 

#jrleshinskyphoto… https://t.co/KRbHFxvL2p",['jrleshinskyphoto'],Twitter for iPhone,FALSE
Daily News,"Lake House, Sri Lanka","Sri Lanka's premier daily newspaper, since 1918.",18-09-2013 14:08,4492,86,341,FALSE,25-07-2020 11:52,"Four more tests positive for #COVID19 : total #infected 2768
 https://t.co/PD2kIfaytn

#COVID_19 @HPBSriLanka… https://t.co/G7yyTgVF9q","['COVID19', 'infected', 'COVID_19']",Twitter for Android,FALSE
FinancialXpress,"New Delhi, India","A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw",24-06-2009 11:29,659555,38,97,TRUE,25-07-2020 11:52,"#icicibank #Q1FY21 profit jumps 36% on stake sales; bank makes Rs 5,550 crore #COVID19 provisions https://t.co/6Shvm5Gbc0","['icicibank', 'Q1FY21', 'COVID19']",Twitter Web App,FALSE
B S Vohra,RTs are not Endorsements,#CitizenJournalist #PoliticalAnalyst #EnvironmentActivist #Blogger #SocialMediaExpert #Influencer #RWABhagidari #Delhi #India @vohrabs,05-07-2015 06:28,5358,5493,3928,FALSE,25-07-2020 11:52,#CerinaAirPurifier Cerina Air Purifier is AI-Powered air purification for the contemporary indoors #coronavirus… https://t.co/kdKlzi1TFN,"['CerinaAirPurifier', 'coronavirus']",Twitter for Android,FALSE
Tony Roberts,"Cornwall, UK","Digital Research Fellow @IDS_UK, ex-Gender Tech Fellow @UNUmacau. PhD in ICT4D. Founder & ex-CEO @Computer_Aid  ex-Director @BONDngo",31-10-2008 21:36,8204,8705,5822,FALSE,25-07-2020 11:52,"Access to online education reflects, reproduces and amplifies existing economic (dis)advantages. It provides benefi… https://t.co/gOFaMLpMiq",,Twitter for Android,FALSE
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",07-03-2020 12:52,433,1,0,FALSE,25-07-2020 11:52,"684 new cases and 4 new deaths in Kuwait 

[12:52 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,FALSE
NEWS9,BENGALURU,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",12-07-2012 05:31,25592,6,84,TRUE,25-07-2020 11:52,#BIGNEWS: #BJP delegation led by state party chief #SatishPoonia and Leader of Opposition #GulabChandraKataria arri… https://t.co/tXMvyjj44V,"['BIGNEWS', 'BJP', 'SatishPoonia', 'GulabChandraKataria']",Twitter Web App,FALSE
Generation Above Me,"Newburgh, IN","Karen D. Austin USI/UE #gerontology #aging #amreading 📚 #RTTP Athens interpath #coexist #ally🏳️‍🌈 #ESC #Segullah #GAD #ENFJ, wife to INTX + mom to 🐶 & 2 YAs",20-04-2012 00:32,5489,4231,226,FALSE,25-07-2020 11:52,Settings that Heighten Risk for #COVID19 Transmission https://t.co/Qnjo2GrQew,['COVID19'],Twitter Web App,FALSE
thereddoorplace,"201 West 13th St. NY, NY 10011",Food Pantry on Tuesdays 11-3pm Meal Service on Saturdays 11-2pm Donate at https://t.co/FRtcs2n0o8 Info at https://t.co/dQxFNiC6Aa,23-07-2020 14:56,10,21,3,FALSE,25-07-2020 11:52,REMINDER NYC! The Red Door Place's Grab &amp; Go Meals is today! Info in the pic below. All are Welcome!… https://t.co/SFqIOnrMkE,,Twitter Web App,FALSE
🇵🇭PJ Villarojo – #KapamilyaForever🇵🇭,"Compostela, Davao de Oro",EST. 30 March 2016 | 24 Years Old | Proud Filipino 🇵🇭/Owner of New Segment 'PJ the Mega Fanboy' | FB: https://t.co/SigirGRBjh,30-03-2016 01:33,51,120,1801,FALSE,25-07-2020 11:52,"COVID-19 case data tally for July 25.
Total confirmed cases top 78,000; recoveries hit 25,000.

#COVID19 #COVID19PH https://t.co/ImaVFCOScp","['COVID19', 'COVID19PH']",Twitter for Android,FALSE
Diana Taylor,London,"#PostTransTransgender Happy redhead Mac lover, haters beware, MFSB Love IS THE Message ❤️EU Remainer & not a fan of politics & republican(Not the American sort)",10-07-2009 00:37,1134,2677,2784,FALSE,25-07-2020 11:52,"@Asda price gouging with the best of them, Zovirax on the store shelf £4.85 When demanded (not automatically offere… https://t.co/CMgeZDaZoj",,Twitter Web App,FALSE
Tara Calishain,,"Obsessed with search engines, info collections, and databases since forever. News and resources covering same since 1998. Wrote a stack of books. Say hi.",20-06-2007 22:25,5544,3432,9523,FALSE,25-07-2020 11:52,CNN: US surpasses 4 million reported coronavirus cases as hospitalizations near record - https://t.co/GW6r34406x  #covid19 #publichealth,"['covid19', 'publichealth']",Hootsuite Inc.,FALSE
🇮🇳Nepali Ram🇳🇵,Mera Bharat,Proud Indian💪🇮🇳 Indian Constitution is my Holy Book. 🇮🇳 India First 🇮🇳  Parody Account.,06-04-2016 02:09,68,96,26,FALSE,25-07-2020 11:52,"Modi's policies failed to meet Hasina despite requests: Dhaka daily https://t.co/U6xcFzxgaI
Bangladesh has not even… https://t.co/odOZzCzRTh",,Twitter for Android,FALSE
gerszon,,,30-03-2020 16:15,13,2,13,FALSE,25-07-2020 11:52,"$GILD #COVID19 
 
 Prophet! said I, thing of evil!—prophet still, if bird or devil!
Whether Tempter sent, or whethe… https://t.co/VWypjTKFSL",['COVID19'],Twitter Web App,FALSE
Mignonette,"Златоуст, Россия",,22-07-2020 09:34,0,12,18,FALSE,25-07-2020 11:52,"Please save our livelihoods by starting international flights, just make it mandatory to test for #COVID19 before t… https://t.co/C52BJDfhKW",['COVID19'],Twitter for Android,FALSE
Casey Hudson,"Atlanta, Georgia",It's Opening Day. #FireChuckTodd,29-10-2010 21:26,461,1874,19682,FALSE,25-07-2020 11:52,"Anyone who would trust their lives and their children's lives to Trump is insane.
#Coronavirus #COVID19 #Trump… https://t.co/3CvHunvdqb","['Coronavirus', 'COVID19', 'Trump']",Twitter Web App,FALSE
Ron Maden,,,30-08-2019 21:44,9,52,820,FALSE,25-07-2020 11:52,"#coronavirus #COVID19 
Who and how often are these cleaned in the UK?
@BBCClick @NHSuk @BorisJohnson… https://t.co/tirZVL9T6W","['coronavirus', 'COVID19']",Twitter Web App,FALSE
Irishlck58,"Texas, USA",I’m a badass believer in Human Rights. Live-Love - Laugh & #Resist! RT's are just retweets #LGBTQ #Biden2020 #BLM,25-05-2011 18:00,1396,1970,7720,FALSE,25-07-2020 11:52,Just watched an ambulance roll up to hospital. 3 EMTs got out w/patient. Not 1 EMT wearing a mask. #COVID19 #ItsReal #Oklahoma,"['COVID19', 'ItsReal', 'Oklahoma']",Twitter for iPhone,FALSE
Billy Holiday,nj,,31-10-2010 11:34,830,724,73472,FALSE,25-07-2020 11:52,"Congress needs to stand up for our families during #COVID19. Text ""SaveCC"" to 747464 your Senator and tell them to… https://t.co/C9xbIv27ff",['COVID19'],Twitter Web App,FALSE
Chad,,,04-07-2017 23:52,45,69,411,FALSE,25-07-2020 11:52,@EricTrump Good job.... this was a lot for a little man to say with a silver spoon in his mouth! #EnoughIsEnough… https://t.co/x2dnrMdPTx,['EnoughIsEnough'],Twitter for iPhone,FALSE
EJ,USA,Grateful and present. We all have a positive role to play. Find yours and get in character. My views are mine.,04-06-2009 15:52,685,2221,11301,FALSE,25-07-2020 11:52,"@tedcruz Trump, #GOP &amp; @BetsyDeVosED are unfit for office. The plan? Return to school, church, work - during… https://t.co/TaqlojUYFR",['GOP'],Twitter for iPhone,FALSE
Dr. Sandip Ghimire,Nepal,"Doctor by profession. #InternalMedicineResident
Interested in literature, research, and thinking.
100% follow back!!",04-01-2016 02:11,430,830,2474,FALSE,25-07-2020 11:52,"We already have 45 deaths from COVID-19 and most of them are young. Please protect yourself, and those who are vuln… https://t.co/BrZKhAxoVo",,Twitter Web App,FALSE
Raffaella Iodice,"Brussels, Belgium",Personal views - RT not endorsements,17-03-2015 08:45,580,489,7568,FALSE,25-07-2020 11:52,EU launches a EUR 3 Million program to combat COVID-19 in Central Asia - European External Action Service!… https://t.co/2st4SPeuPL,,Twitter for iPhone,FALSE
COVID19 Numbers,,COVID19 WATCHERS BE INFORMATIVE ON WHAT IS HAPPENING AROUND THE WORLD ESPECIALLY IN ASEAN AND US.,06-07-2020 03:53,26,57,93,FALSE,25-07-2020 11:52,"Vietnam detects first coronavirus case in nearly 100 days #COVID19
https://t.co/UdQOOsHlUl",['COVID19'],Twitter for Android,FALSE
